model,learning_rate,optimizer,dropout,batch_size,best_epoch,training_time,num_parameters,timestamp
MLP_512_256_128_64_Dropout_Gridsearch_Relu,0.001,Adam,0.4,128,20,1083.764450788498,209920,2026-01-08 07:20:31
