Historique d'entraînement - CNN_64_128_256_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-09 06:58:52
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.3579 (35.79%)
Meilleure loss dev: 1.8737
Temps total d'entraînement: 1349.39 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.3210       0.3114       2.6247       2.0811      
2        0.3569       0.3380       2.2809       1.9723      
3        0.3554       0.3301       2.2080       1.9454      
4        0.3650       0.3368       2.1756       1.9647      
5        0.3664       0.3361       2.1522       1.9087      
6        0.3781       0.3448       2.1345       1.9019      
7        0.3704       0.3386       2.1221       1.9367      
8        0.3825       0.3476       2.1130       1.8802      
9        0.3849       0.3471       2.1060       1.9186      
10       0.3874       0.3514       2.0997       1.8793      
11       0.3781       0.3414       2.0939       1.8984      
12       0.3850       0.3469       2.0884       1.8911      
13       0.3888       0.3471       2.0855       1.8735      
14       0.3862       0.3475       2.0830       1.9144      
15       0.3829       0.3476       2.0771       1.9021      
16       0.3968       0.3550       2.0744       1.8593      
17       0.3912       0.3514       2.0717       1.8529      
18       0.3969       0.3495       2.0702       1.8686      
19       0.3938       0.3579       2.0701       1.8737      
20       0.3922       0.3499       2.0657       1.8490      
