Historique d'entraînement - LSTMHiddenState_Dropout_Relu_Gridsearch_64
============================================================
Date: 2026-01-07 19:35:22
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 16
Époques complétées: 20
Meilleure accuracy dev: 0.2696 (26.96%)
Meilleure loss dev: 2.5258
Temps total d'entraînement: 1143.52 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1974       0.1922       3.2092       2.9429      
2        0.2282       0.2169       2.9674       2.8107      
3        0.2430       0.2298       2.8820       2.7302      
4        0.2524       0.2393       2.8303       2.6796      
5        0.2590       0.2445       2.7893       2.6484      
6        0.2675       0.2478       2.7607       2.6097      
7        0.2726       0.2552       2.7388       2.6021      
8        0.2733       0.2570       2.7161       2.5827      
9        0.2782       0.2619       2.7040       2.5714      
10       0.2790       0.2615       2.6902       2.5628      
11       0.2806       0.2622       2.6821       2.5592      
12       0.2825       0.2635       2.6781       2.5424      
13       0.2811       0.2632       2.6653       2.5446      
14       0.2837       0.2681       2.6575       2.5287      
15       0.2857       0.2664       2.6512       2.5300      
16       0.2852       0.2696       2.6513       2.5258      
17       0.2871       0.2675       2.6440       2.5227      
18       0.2874       0.2676       2.6404       2.5286      
19       0.2899       0.2690       2.6348       2.5115      
20       0.2876       0.2676       2.6337       2.5152      
