Historique d'entraînement - LSTMHiddenState_Dropout_Relu_Gridsearch_64
============================================================
Date: 2026-01-07 19:16:02
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.2912 (29.12%)
Meilleure loss dev: 2.3920
Temps total d'entraînement: 1142.19 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.2085       0.2002       3.1952       2.8833      
2        0.2439       0.2290       2.8894       2.7219      
3        0.2614       0.2445       2.7826       2.6391      
4        0.2758       0.2538       2.7204       2.5843      
5        0.2830       0.2589       2.6739       2.5484      
6        0.2889       0.2646       2.6404       2.5149      
7        0.2966       0.2703       2.6125       2.4914      
8        0.3003       0.2737       2.5899       2.4707      
9        0.3043       0.2744       2.5713       2.4625      
10       0.3069       0.2801       2.5561       2.4428      
11       0.3097       0.2798       2.5433       2.4319      
12       0.3098       0.2827       2.5311       2.4261      
13       0.3163       0.2867       2.5242       2.4146      
14       0.3149       0.2841       2.5122       2.4099      
15       0.3187       0.2848       2.5069       2.4058      
16       0.3196       0.2877       2.4974       2.3978      
17       0.3202       0.2868       2.4922       2.3950      
18       0.3217       0.2904       2.4842       2.3958      
19       0.3233       0.2912       2.4822       2.3920      
20       0.3266       0.2907       2.4748       2.3867      
