Historique d'entraînement - MLP_512_256_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 12:16:11
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.3231 (32.31%)
Meilleure loss dev: 2.2010
Temps total d'entraînement: 702.40 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1517       0.1479       3.5269       3.2325      
2        0.1999       0.1895       3.1608       2.9700      
3        0.2370       0.2208       2.9892       2.7974      
4        0.2648       0.2436       2.8761       2.6713      
5        0.2840       0.2592       2.7944       2.5755      
6        0.2984       0.2700       2.7333       2.5061      
7        0.3081       0.2776       2.6902       2.4519      
8        0.3199       0.2855       2.6540       2.4052      
9        0.3259       0.2920       2.6243       2.3703      
10       0.3344       0.2981       2.6013       2.3424      
11       0.3408       0.3045       2.5789       2.3145      
12       0.3454       0.3089       2.5661       2.2948      
13       0.3497       0.3108       2.5462       2.2759      
14       0.3522       0.3144       2.5355       2.2642      
15       0.3572       0.3145       2.5244       2.2502      
16       0.3581       0.3152       2.5147       2.2474      
17       0.3622       0.3165       2.5019       2.2298      
18       0.3671       0.3220       2.4921       2.2207      
19       0.3683       0.3225       2.4845       2.2077      
20       0.3691       0.3231       2.4729       2.2010      
