Historique d'entraînement - LSTMHiddenState_Dropout_Tanh_Gridsearch_512_256_128
============================================================
Date: 2026-01-08 18:03:01
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2189 (21.89%)
Meilleure loss dev: 2.8152
Temps total d'entraînement: 962.46 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1365       0.1294       3.4434       3.2144      
2        0.1700       0.1562       3.1333       3.0749      
3        0.1841       0.1665       3.0341       3.0122      
4        0.1921       0.1716       2.9761       2.9797      
5        0.2016       0.1748       2.9352       2.9605      
6        0.2131       0.1855       2.8969       2.9284      
7        0.2197       0.1902       2.8690       2.9182      
8        0.2221       0.1928       2.8418       2.9038      
9        0.2277       0.1962       2.8206       2.8946      
10       0.2348       0.2002       2.7974       2.8754      
11       0.2381       0.1988       2.7804       2.8722      
12       0.2421       0.2054       2.7670       2.8564      
13       0.2430       0.2058       2.7529       2.8611      
14       0.2478       0.2079       2.7399       2.8394      
15       0.2489       0.2083       2.7224       2.8404      
16       0.2521       0.2103       2.7162       2.8359      
17       0.2541       0.2119       2.7160       2.8321      
18       0.2576       0.2115       2.6996       2.8334      
19       0.2608       0.2158       2.6877       2.8222      
20       0.2638       0.2189       2.6775       2.8152      
