model,learning_rate,optimizer,dropout,batch_size,best_epoch,training_time,num_parameters,timestamp
MLP_64_Dropout_Gridsearch_Relu,0.005,Adam,0.4,128,13,503.12726950645447,8320,2026-01-07 23:31:03
