Historique d'entraînement - MLP_512_256_128_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 14:04:29
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2804 (28.04%)
Meilleure loss dev: 2.4422
Temps total d'entraînement: 875.99 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1487       0.1472       3.5113       3.2159      
2        0.1868       0.1813       3.1998       3.0224      
3        0.2079       0.1972       3.0837       2.9235      
4        0.2233       0.2070       3.0204       2.8556      
5        0.2359       0.2140       2.9754       2.8033      
6        0.2479       0.2215       2.9314       2.7587      
7        0.2586       0.2313       2.8977       2.7085      
8        0.2659       0.2370       2.8673       2.6717      
9        0.2733       0.2424       2.8427       2.6380      
10       0.2782       0.2472       2.8192       2.6057      
11       0.2836       0.2518       2.8002       2.5814      
12       0.2893       0.2584       2.7862       2.5554      
13       0.2965       0.2613       2.7718       2.5349      
14       0.3004       0.2637       2.7582       2.5203      
15       0.3054       0.2709       2.7433       2.5015      
16       0.3088       0.2711       2.7341       2.4905      
17       0.3109       0.2733       2.7224       2.4850      
18       0.3132       0.2735       2.7148       2.4717      
19       0.3166       0.2786       2.7053       2.4559      
20       0.3194       0.2804       2.6999       2.4422      
