Historique d'entraînement - LSTMHiddenState_Dropout_Tanh_Gridsearch_256
============================================================
Date: 2026-01-08 15:49:25
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.3693 (36.93%)
Meilleure loss dev: 2.1593
Temps total d'entraînement: 633.34 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.2739       0.2485       3.0199       2.6755      
2        0.3441       0.3079       2.6053       2.3620      
3        0.3825       0.3331       2.3947       2.2312      
4        0.4037       0.3437       2.2815       2.1787      
5        0.4175       0.3516       2.2131       2.1365      
6        0.4333       0.3583       2.1640       2.1178      
7        0.4416       0.3585       2.1256       2.1258      
8        0.4473       0.3614       2.0958       2.1215      
9        0.4542       0.3603       2.0748       2.1244      
10       0.4586       0.3609       2.0550       2.1272      
11       0.4641       0.3614       2.0339       2.1316      
12       0.4722       0.3637       2.0233       2.1275      
13       0.4731       0.3655       2.0066       2.1292      
14       0.4770       0.3632       1.9951       2.1441      
15       0.4827       0.3620       1.9889       2.1534      
16       0.4837       0.3673       1.9763       2.1555      
17       0.4886       0.3658       1.9661       2.1590      
18       0.4842       0.3676       1.9612       2.1523      
19       0.4908       0.3683       1.9606       2.1561      
20       0.4952       0.3693       1.9508       2.1593      
