Historique d'entraînement - MLP_512_256_128_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 14:19:06
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 15
Époques complétées: 20
Meilleure accuracy dev: 0.1721 (17.21%)
Meilleure loss dev: 3.0895
Temps total d'entraînement: 877.04 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1394       0.1339       3.5142       3.3171      
2        0.1513       0.1455       3.3824       3.2417      
3        0.1608       0.1548       3.3437       3.1946      
4        0.1652       0.1545       3.3237       3.1810      
5        0.1660       0.1583       3.3035       3.1587      
6        0.1652       0.1570       3.2928       3.1531      
7        0.1704       0.1618       3.2847       3.1355      
8        0.1713       0.1633       3.2756       3.1345      
9        0.1712       0.1655       3.2713       3.1155      
10       0.1740       0.1690       3.2672       3.1045      
11       0.1750       0.1655       3.2591       3.1060      
12       0.1737       0.1637       3.2533       3.1054      
13       0.1768       0.1697       3.2543       3.0931      
14       0.1777       0.1705       3.2522       3.0902      
15       0.1757       0.1721       3.2499       3.0895      
16       0.1759       0.1662       3.2487       3.0898      
17       0.1775       0.1708       3.2462       3.0878      
18       0.1755       0.1686       3.2393       3.0837      
19       0.1772       0.1667       3.2420       3.0843      
20       0.1794       0.1700       3.2394       3.0851      
