Historique d'entraînement - CNN_32_64_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-09 17:45:51
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 16
Époques complétées: 20
Meilleure accuracy dev: 0.3248 (32.48%)
Meilleure loss dev: 1.8937
Temps total d'entraînement: 572.63 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.2829       0.2803       2.7733       2.1197      
2        0.2907       0.2853       2.3803       2.0210      
3        0.3127       0.3085       2.2721       1.9315      
4        0.3142       0.3094       2.2111       1.9296      
5        0.3190       0.3125       2.1820       1.9150      
6        0.3187       0.3127       2.1681       1.9291      
7        0.3245       0.3158       2.1615       1.8956      
8        0.3235       0.3180       2.1546       1.8953      
9        0.3241       0.3158       2.1477       1.9046      
10       0.3260       0.3196       2.1459       1.8988      
11       0.3247       0.3162       2.1397       1.8843      
12       0.3240       0.3162       2.1419       1.8963      
13       0.3229       0.3183       2.1355       1.8962      
14       0.3263       0.3197       2.1337       1.8994      
15       0.3285       0.3211       2.1332       1.8869      
16       0.3278       0.3248       2.1319       1.8937      
17       0.3293       0.3204       2.1285       1.8761      
18       0.3289       0.3171       2.1296       1.8808      
19       0.3285       0.3204       2.1272       1.8889      
20       0.3200       0.3131       2.1273       1.9134      
