Historique d'entraînement - MLP_512_256_128_64_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-08 06:37:09
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2451 (24.51%)
Meilleure loss dev: 2.7491
Temps total d'entraînement: 1086.31 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1333       0.1284       3.5534       3.2582      
2        0.1606       0.1527       3.2983       3.1433      
3        0.1743       0.1663       3.2177       3.0795      
4        0.1850       0.1727       3.1701       3.0323      
5        0.1955       0.1816       3.1304       2.9863      
6        0.2053       0.1901       3.0991       2.9554      
7        0.2142       0.1963       3.0773       2.9305      
8        0.2211       0.2043       3.0536       2.9040      
9        0.2274       0.2079       3.0360       2.8870      
10       0.2329       0.2123       3.0192       2.8626      
11       0.2392       0.2179       3.0055       2.8467      
12       0.2442       0.2204       2.9933       2.8334      
13       0.2458       0.2224       2.9781       2.8209      
14       0.2513       0.2270       2.9678       2.8044      
15       0.2567       0.2308       2.9595       2.7938      
16       0.2586       0.2327       2.9482       2.7890      
17       0.2627       0.2365       2.9388       2.7767      
18       0.2664       0.2391       2.9276       2.7602      
19       0.2686       0.2426       2.9205       2.7612      
20       0.2734       0.2451       2.9138       2.7491      
