model,learning_rate,optimizer,dropout,batch_size,best_epoch,training_time,num_parameters,timestamp
MLP_256_Dropout_Gridsearch_Relu,0.005,Adam,0.2,128,20,527.628232717514,33088,2026-01-07 23:54:47
