Historique d'entraînement - MLP_512_256_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 13:26:28
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2613 (26.13%)
Meilleure loss dev: 2.5927
Temps total d'entraînement: 702.99 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1175       0.1162       3.6534       3.3928      
2        0.1630       0.1611       3.3901       3.1666      
3        0.1868       0.1805       3.2670       3.0445      
4        0.2051       0.1959       3.1978       2.9605      
5        0.2212       0.2106       3.1457       2.8973      
6        0.2320       0.2202       3.1069       2.8448      
7        0.2390       0.2258       3.0804       2.8100      
8        0.2456       0.2306       3.0547       2.7760      
9        0.2522       0.2353       3.0346       2.7507      
10       0.2586       0.2408       3.0153       2.7243      
11       0.2596       0.2417       3.0067       2.7027      
12       0.2637       0.2448       2.9906       2.6898      
13       0.2661       0.2468       2.9777       2.6745      
14       0.2695       0.2495       2.9718       2.6611      
15       0.2689       0.2515       2.9631       2.6469      
16       0.2717       0.2554       2.9550       2.6388      
17       0.2735       0.2558       2.9464       2.6240      
18       0.2778       0.2607       2.9391       2.6129      
19       0.2790       0.2592       2.9281       2.6005      
20       0.2809       0.2613       2.9249       2.5927      
