Historique d'entraînement - MLP_512_256_128_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 15:25:31
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2118 (21.18%)
Meilleure loss dev: 2.8435
Temps total d'entraînement: 877.29 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1191       0.1164       3.6622       3.3611      
2        0.1531       0.1503       3.4183       3.2100      
3        0.1676       0.1632       3.3368       3.1236      
4        0.1785       0.1726       3.2875       3.0695      
5        0.1864       0.1805       3.2550       3.0278      
6        0.1920       0.1848       3.2316       2.9995      
7        0.1957       0.1896       3.2137       2.9755      
8        0.2013       0.1931       3.1946       2.9529      
9        0.2029       0.1933       3.1835       2.9371      
10       0.2087       0.2002       3.1725       2.9230      
11       0.2112       0.2005       3.1590       2.9087      
12       0.2139       0.2027       3.1514       2.8960      
13       0.2142       0.2021       3.1442       2.8899      
14       0.2180       0.2085       3.1398       2.8812      
15       0.2178       0.2055       3.1315       2.8727      
16       0.2188       0.2070       3.1284       2.8636      
17       0.2194       0.2082       3.1197       2.8578      
18       0.2209       0.2090       3.1156       2.8531      
19       0.2214       0.2103       3.1134       2.8439      
20       0.2235       0.2118       3.1080       2.8435      
