Historique d'entraînement - CNN_64_128_256_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-09 14:19:26
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.3257 (32.57%)
Meilleure loss dev: 51.4872
Temps total d'entraînement: 1320.15 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.2298       0.2226       37.0947      40.2220     
2        0.2624       0.2469       40.6924      39.3642     
3        0.2815       0.2608       42.1551      42.0326     
4        0.2930       0.2654       42.7065      44.8948     
5        0.3142       0.2809       43.2744      42.3462     
6        0.3255       0.2887       43.5144      45.0972     
7        0.3310       0.2851       43.4842      47.3185     
8        0.3434       0.2931       43.7685      46.4134     
9        0.3510       0.2987       43.4796      45.0539     
10       0.3562       0.2970       43.6223      48.6275     
11       0.3719       0.3090       43.4027      46.9871     
12       0.3865       0.3139       43.2651      49.4363     
13       0.3944       0.3212       42.8697      46.9976     
14       0.3897       0.3131       43.4190      51.8009     
15       0.3851       0.3067       43.0227      52.4065     
16       0.4033       0.3172       43.0944      51.5560     
17       0.4098       0.3238       42.7980      51.6658     
18       0.4178       0.3240       42.8380      49.9228     
19       0.4079       0.3160       42.6712      52.5452     
20       0.4246       0.3257       42.4863      51.4872     
