Historique d'entraînement - LSTMHiddenState_Dropout_Relu_Gridsearch_512_256_128
============================================================
Date: 2026-01-08 13:56:56
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.1994 (19.94%)
Meilleure loss dev: 2.8736
Temps total d'entraînement: 842.86 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1263       0.1192       3.5185       3.2966      
2        0.1552       0.1433       3.2119       3.1180      
3        0.1679       0.1530       3.0932       3.0525      
4        0.1746       0.1584       3.0362       3.0260      
5        0.1837       0.1648       2.9953       3.0016      
6        0.1891       0.1671       2.9602       2.9861      
7        0.1965       0.1720       2.9351       2.9662      
8        0.1990       0.1730       2.9143       2.9607      
9        0.2010       0.1785       2.9036       2.9553      
10       0.2089       0.1808       2.8836       2.9366      
11       0.2100       0.1830       2.8625       2.9342      
12       0.2128       0.1829       2.8561       2.9256      
13       0.2174       0.1870       2.8403       2.9082      
14       0.2174       0.1898       2.8204       2.9017      
15       0.2187       0.1853       2.8224       2.9076      
16       0.2216       0.1901       2.8150       2.8997      
17       0.2214       0.1892       2.8069       2.8967      
18       0.2241       0.1945       2.8017       2.8822      
19       0.2252       0.1927       2.7907       2.8758      
20       0.2313       0.1994       2.7773       2.8736      
