Historique d'entraînement - MLP_512_256_128_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 14:33:41
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 14
Époques complétées: 20
Meilleure accuracy dev: 0.1187 (11.87%)
Meilleure loss dev: 3.4429
Temps total d'entraînement: 874.92 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1032       0.1013       3.7107       3.5310      
2        0.1103       0.1070       3.6266       3.5015      
3        0.1101       0.1073       3.6091       3.4929      
4        0.1194       0.1141       3.5999       3.4822      
5        0.1128       0.1081       3.5933       3.4908      
6        0.1131       0.1074       3.5871       3.4805      
7        0.1121       0.1077       3.5837       3.4666      
8        0.1128       0.1080       3.5774       3.4555      
9        0.1164       0.1139       3.5754       3.4465      
10       0.1205       0.1147       3.5762       3.4461      
11       0.1089       0.1065       3.5777       3.4495      
12       0.1195       0.1124       3.5717       3.4464      
13       0.1159       0.1118       3.5723       3.4525      
14       0.1223       0.1187       3.5667       3.4429      
15       0.1167       0.1138       3.5703       3.4475      
16       0.1173       0.1108       3.5755       3.4578      
17       0.1226       0.1179       3.5701       3.4372      
18       0.1201       0.1143       3.5694       3.4487      
19       0.1188       0.1112       3.5705       3.4539      
20       0.1180       0.1115       3.5713       3.4489      
