Historique d'entraînement - MLP_512_256_128_64_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-08 07:48:31
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 15
Époques complétées: 20
Meilleure accuracy dev: 0.0620 (6.20%)
Meilleure loss dev: 3.7516
Temps total d'entraînement: 1081.92 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.0559       0.0552       3.7532       3.6327      
2        0.0603       0.0611       3.7329       3.6646      
3        0.0625       0.0588       3.7484       3.6961      
4        0.0577       0.0548       3.7563       3.7531      
5        0.0628       0.0617       3.7591       3.6977      
6        0.0624       0.0585       3.7638       3.7141      
7        0.0510       0.0488       3.7789       3.7236      
8        0.0620       0.0619       3.7925       3.7225      
9        0.0639       0.0620       3.7912       3.7193      
10       0.0620       0.0582       3.8070       3.7421      
11       0.0597       0.0596       3.8326       3.7332      
12       0.0583       0.0549       3.8239       3.7408      
13       0.0601       0.0582       3.8125       3.7142      
14       0.0560       0.0531       3.8360       3.7778      
15       0.0645       0.0620       3.8716       3.7516      
16       0.0584       0.0566       3.8400       3.7382      
17       0.0562       0.0559       3.8376       3.7432      
18       0.0530       0.0526       3.8416       3.7816      
19       0.0529       0.0501       3.8855       3.7501      
20       0.0509       0.0496       3.8555       3.7543      
