Historique d'entraînement - CNN_64_128_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-09 03:44:35
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 18
Époques complétées: 20
Meilleure accuracy dev: 0.3668 (36.68%)
Meilleure loss dev: 1.7681
Temps total d'entraînement: 1094.42 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.3119       0.3049       2.4972       1.9807      
2        0.3329       0.3209       2.2089       1.9110      
3        0.3425       0.3329       2.1416       1.8711      
4        0.3498       0.3362       2.0886       1.8626      
5        0.3573       0.3454       2.0528       1.8330      
6        0.3590       0.3454       2.0371       1.8320      
7        0.3642       0.3513       2.0218       1.8213      
8        0.3642       0.3474       2.0112       1.8338      
9        0.3680       0.3517       1.9997       1.8153      
10       0.3732       0.3536       1.9871       1.8063      
11       0.3767       0.3568       1.9720       1.8072      
12       0.3740       0.3536       1.9660       1.8097      
13       0.3832       0.3619       1.9381       1.7853      
14       0.3807       0.3599       1.9217       1.7976      
15       0.3758       0.3538       1.9173       1.8097      
16       0.3884       0.3661       1.9068       1.7788      
17       0.3894       0.3661       1.9021       1.7731      
18       0.3882       0.3668       1.8926       1.7681      
19       0.3818       0.3578       1.8839       1.7906      
20       0.3908       0.3658       1.8776       1.7694      
