Historique d'entraînement - CNN_64_128_256_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-09 19:53:09
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 12
Époques complétées: 18
Meilleure accuracy dev: 0.3804 (38.04%)
Meilleure loss dev: 1.7877
Temps total d'entraînement: 634.20 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.3566       0.3409       2.4878       1.9620      
2        0.3841       0.3547       2.0909       1.8908      
3        0.3909       0.3621       2.0199       1.8512      
4        0.4045       0.3653       1.9726       1.8370      
5        0.4139       0.3695       1.9420       1.8327      
6        0.4082       0.3673       1.9188       1.8426      
7        0.4207       0.3767       1.8984       1.8040      
8        0.4176       0.3687       1.8875       1.8275      
9        0.4129       0.3682       1.8747       1.8425      
10       0.4300       0.3771       1.8630       1.8104      
11       0.4274       0.3768       1.8532       1.8094      
12       0.4367       0.3804       1.8497       1.7877      
13       0.4341       0.3751       1.8390       1.8006      
14       0.4308       0.3759       1.8344       1.8046      
15       0.4297       0.3742       1.8279       1.8113      
16       0.4345       0.3765       1.8262       1.8115      
17       0.4357       0.3780       1.8183       1.8021      
18       0.4381       0.3746       1.8117       1.8065      
