Historique d'entraînement - CNN_64_128_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-09 11:13:08
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.3220 (32.20%)
Meilleure loss dev: 51.6944
Temps total d'entraînement: 1069.33 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1634       0.1553       37.7600      48.6483     
2        0.2478       0.2254       48.1664      44.7967     
3        0.2845       0.2563       45.9848      42.5437     
4        0.2992       0.2630       45.9060      48.2351     
5        0.3201       0.2831       45.7563      44.9953     
6        0.3247       0.2821       45.9131      45.6257     
7        0.3395       0.2920       46.2351      47.4289     
8        0.3463       0.2890       45.7848      50.1584     
9        0.3586       0.3015       45.9118      46.9395     
10       0.3680       0.3040       46.1410      49.9175     
11       0.3730       0.3025       45.8867      48.2791     
12       0.3731       0.3050       45.8564      50.2655     
13       0.3689       0.2998       45.9190      53.3680     
14       0.3838       0.3093       45.8388      52.2224     
15       0.3932       0.3163       45.7985      50.0267     
16       0.3896       0.3094       45.9645      53.7565     
17       0.3997       0.3175       45.7688      52.7148     
18       0.4040       0.3186       45.7536      51.8115     
19       0.3894       0.3057       45.6227      55.9785     
20       0.4137       0.3220       45.9146      51.6944     
