Historique d'entraînement - MLP_512_256_128_64_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 17:31:49
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.1784 (17.84%)
Meilleure loss dev: 3.0301
Temps total d'entraînement: 1013.48 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.0935       0.0944       3.7251       3.4336      
2        0.1278       0.1236       3.5035       3.3126      
3        0.1368       0.1333       3.4418       3.2517      
4        0.1421       0.1370       3.4004       3.2159      
5        0.1515       0.1466       3.3778       3.1839      
6        0.1601       0.1526       3.3574       3.1607      
7        0.1637       0.1572       3.3417       3.1434      
8        0.1681       0.1594       3.3290       3.1247      
9        0.1707       0.1631       3.3176       3.1098      
10       0.1749       0.1676       3.3092       3.0931      
11       0.1768       0.1689       3.2997       3.0840      
12       0.1771       0.1696       3.2931       3.0753      
13       0.1794       0.1704       3.2854       3.0677      
14       0.1815       0.1728       3.2793       3.0616      
15       0.1839       0.1747       3.2762       3.0544      
16       0.1848       0.1755       3.2706       3.0494      
17       0.1843       0.1752       3.2668       3.0447      
18       0.1856       0.1761       3.2646       3.0410      
19       0.1869       0.1784       3.2585       3.0313      
20       0.1880       0.1784       3.2565       3.0301      
