Historique d'entraînement - MLP_256_128_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-08 19:41:41
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2620 (26.20%)
Meilleure loss dev: 2.5036
Temps total d'entraînement: 384.32 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1820       0.1737       3.3082       3.0346      
2        0.2107       0.1968       3.0636       2.8983      
3        0.2270       0.2135       2.9814       2.8226      
4        0.2388       0.2202       2.9268       2.7689      
5        0.2456       0.2275       2.8855       2.7267      
6        0.2520       0.2347       2.8597       2.6898      
7        0.2613       0.2419       2.8387       2.6535      
8        0.2615       0.2430       2.8193       2.6435      
9        0.2690       0.2474       2.8030       2.6143      
10       0.2697       0.2482       2.7853       2.6005      
11       0.2726       0.2498       2.7754       2.5884      
12       0.2767       0.2509       2.7643       2.5687      
13       0.2782       0.2547       2.7541       2.5611      
14       0.2778       0.2540       2.7490       2.5482      
15       0.2824       0.2574       2.7395       2.5366      
16       0.2839       0.2594       2.7326       2.5230      
17       0.2859       0.2605       2.7218       2.5133      
18       0.2825       0.2599       2.7157       2.5127      
19       0.2866       0.2587       2.7124       2.5097      
20       0.2864       0.2620       2.7056       2.5036      
