Historique d'entraînement - CNN_32_64_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-09 17:13:02
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 17
Époques complétées: 20
Meilleure accuracy dev: 0.4085 (40.85%)
Meilleure loss dev: 1.6965
Temps total d'entraînement: 566.52 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.3895       0.3642       2.2209       1.8414      
2        0.4175       0.3834       1.8533       1.7667      
3        0.4360       0.3887       1.7675       1.7382      
4        0.4511       0.3955       1.7199       1.7201      
5        0.4526       0.3968       1.6881       1.7198      
6        0.4579       0.3957       1.6639       1.7211      
7        0.4681       0.4020       1.6445       1.7097      
8        0.4678       0.3996       1.6311       1.7095      
9        0.4700       0.3991       1.6189       1.7178      
10       0.4727       0.4000       1.6074       1.7121      
11       0.4729       0.4005       1.5999       1.7189      
12       0.4783       0.4042       1.5930       1.7040      
13       0.4784       0.3992       1.5855       1.7072      
14       0.4848       0.4065       1.5815       1.7038      
15       0.4825       0.4070       1.5741       1.7065      
16       0.4825       0.4049       1.5721       1.7062      
17       0.4880       0.4085       1.5638       1.6965      
18       0.4899       0.4066       1.5617       1.6968      
19       0.4837       0.4026       1.5593       1.7141      
20       0.4880       0.4074       1.5535       1.6960      
