Historique d'entraînement - MLP_512_256_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 13:38:10
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 18
Époques complétées: 20
Meilleure accuracy dev: 0.1721 (17.21%)
Meilleure loss dev: 3.0586
Temps total d'entraînement: 702.67 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1306       0.1303       3.6805       3.3325      
2        0.1409       0.1362       3.5542       3.2849      
3        0.1488       0.1499       3.5178       3.2358      
4        0.1509       0.1448       3.4882       3.2172      
5        0.1587       0.1522       3.4686       3.1828      
6        0.1671       0.1593       3.4525       3.1633      
7        0.1672       0.1606       3.4447       3.1383      
8        0.1622       0.1567       3.4301       3.1302      
9        0.1699       0.1647       3.4229       3.1181      
10       0.1675       0.1611       3.4144       3.1090      
11       0.1695       0.1632       3.4058       3.0999      
12       0.1715       0.1652       3.3985       3.0934      
13       0.1733       0.1630       3.3939       3.0872      
14       0.1750       0.1668       3.3877       3.0809      
15       0.1759       0.1657       3.3862       3.0793      
16       0.1772       0.1707       3.3791       3.0601      
17       0.1747       0.1667       3.3742       3.0541      
18       0.1819       0.1721       3.3688       3.0586      
19       0.1758       0.1675       3.3644       3.0526      
20       0.1805       0.1713       3.3623       3.0543      
