Historique d'entraînement - LSTMHiddenState_Dropout_Relu_Gridsearch_512_256
============================================================
Date: 2026-01-08 19:45:23
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 14
Époques complétées: 20
Meilleure accuracy dev: 0.3529 (35.29%)
Meilleure loss dev: 2.9477
Temps total d'entraînement: 400.20 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.2479       0.2247       3.1376       2.7477      
2        0.3497       0.2911       2.5733       2.4285      
3        0.4271       0.3260       2.2422       2.2742      
4        0.4900       0.3404       1.9802       2.2101      
5        0.5439       0.3481       1.7686       2.2334      
6        0.5891       0.3514       1.5905       2.2959      
7        0.6220       0.3517       1.4450       2.3781      
8        0.6487       0.3495       1.3236       2.4672      
9        0.6745       0.3516       1.2226       2.5401      
10       0.6965       0.3502       1.1411       2.6488      
11       0.7141       0.3519       1.0673       2.7326      
12       0.7296       0.3505       1.0127       2.8093      
13       0.7403       0.3512       0.9661       2.9025      
14       0.7546       0.3529       0.9344       2.9477      
15       0.7589       0.3497       0.8969       3.0075      
16       0.7682       0.3512       0.8722       3.0593      
17       0.7722       0.3444       0.8565       3.1361      
18       0.7794       0.3490       0.8380       3.1540      
19       0.7822       0.3471       0.8238       3.1825      
20       0.7907       0.3485       0.8110       3.2441      
