Historique d'entraînement - CNN_64_64_64_LSTM_Res_128_BatchNorm_5_History_Base_Dataset_20epochs
============================================================
Date: 2026-01-11 18:20:42
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.5199 (51.99%)
Meilleure loss dev: 1.3447
Temps total d'entraînement: 4718.73 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.4401       0.4539       1.8776       1.5994      
2        0.4511       0.4634       1.6645       1.5557      
3        0.4604       0.4712       1.6396       1.5220      
4        0.4752       0.4827       1.5326       1.4752      
5        0.4890       0.4932       1.4793       1.4354      
6        0.4950       0.4972       1.4706       1.4182      
7        0.5036       0.5037       1.4101       1.3944      
8        0.5077       0.5052       1.4002       1.3884      
9        0.5140       0.5089       1.3600       1.3748      
10       0.5177       0.5105       1.3400       1.3685      
11       0.5208       0.5125       1.3294       1.3626      
12       0.5229       0.5133       1.3042       1.3608      
13       0.5261       0.5149       1.2957       1.3569      
14       0.5281       0.5156       1.2787       1.3553      
15       0.5304       0.5165       1.2787       1.3538      
16       0.5313       0.5162       1.2636       1.3533      
17       0.5322       0.5165       1.2676       1.3535      
18       0.5353       0.5181       1.2560       1.3497      
19       0.5385       0.5192       1.2452       1.3461      
20       0.5401       0.5199       1.2380       1.3447      
