Historique d'entraînement - MLP_256_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 09:23:51
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.3114 (31.14%)
Meilleure loss dev: 2.2809
Temps total d'entraînement: 521.93 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1458       0.1392       3.5654       3.2643      
2        0.2005       0.1982       3.2374       2.9634      
3        0.2353       0.2268       3.0628       2.7628      
4        0.2650       0.2542       2.9355       2.6090      
5        0.2759       0.2628       2.8449       2.5148      
6        0.2919       0.2785       2.7861       2.4484      
7        0.2987       0.2819       2.7488       2.4149      
8        0.3051       0.2869       2.7176       2.3803      
9        0.3099       0.2920       2.6977       2.3579      
10       0.3171       0.2983       2.6806       2.3428      
11       0.3193       0.2993       2.6587       2.3339      
12       0.3222       0.3009       2.6481       2.3153      
13       0.3301       0.3063       2.6336       2.3071      
14       0.3265       0.3039       2.6326       2.3106      
15       0.3248       0.3028       2.6234       2.2978      
16       0.3306       0.3037       2.6144       2.2937      
17       0.3290       0.3058       2.6125       2.2883      
18       0.3300       0.3057       2.6026       2.2902      
19       0.3369       0.3114       2.6034       2.2809      
20       0.3329       0.3079       2.5953       2.2798      
