Historique d'entraînement - LSTMHiddenState_Dropout_Relu_Gridsearch_512_256_128
============================================================
Date: 2026-01-08 01:26:16
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2783 (27.83%)
Meilleure loss dev: 2.9630
Temps total d'entraînement: 1628.20 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1632       0.1552       3.3616       3.0708      
2        0.2062       0.1825       2.9899       2.9097      
3        0.2422       0.2073       2.8281       2.8201      
4        0.2725       0.2218       2.7046       2.7644      
5        0.2977       0.2335       2.5990       2.7334      
6        0.3210       0.2397       2.5062       2.7230      
7        0.3441       0.2478       2.4221       2.7205      
8        0.3587       0.2538       2.3474       2.7259      
9        0.3766       0.2575       2.2786       2.7432      
10       0.3963       0.2580       2.2200       2.7515      
11       0.4096       0.2607       2.1661       2.7748      
12       0.4215       0.2652       2.1190       2.7955      
13       0.4334       0.2655       2.0731       2.8071      
14       0.4434       0.2726       2.0350       2.8347      
15       0.4537       0.2738       1.9983       2.8564      
16       0.4615       0.2732       1.9651       2.8632      
17       0.4686       0.2755       1.9364       2.8918      
18       0.4780       0.2782       1.9092       2.9278      
19       0.4837       0.2753       1.8814       2.9272      
20       0.4903       0.2783       1.8584       2.9630      
