Historique d'entraînement - MLP_256_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-08 00:45:54
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.2959 (29.59%)
Meilleure loss dev: 2.2411
Temps total d'entraînement: 530.34 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.2038       0.1899       3.3194       2.9353      
2        0.2551       0.2403       3.0317       2.6542      
3        0.2724       0.2598       2.8917       2.5096      
4        0.2855       0.2746       2.8183       2.4258      
5        0.2925       0.2766       2.7748       2.3803      
6        0.2979       0.2794       2.7510       2.3487      
7        0.3025       0.2849       2.7313       2.3142      
8        0.3033       0.2833       2.7208       2.2977      
9        0.3060       0.2885       2.7047       2.2849      
10       0.3054       0.2864       2.7053       2.2753      
11       0.3061       0.2890       2.6984       2.2712      
12       0.3062       0.2915       2.6929       2.2592      
13       0.3073       0.2883       2.6879       2.2607      
14       0.3106       0.2912       2.6837       2.2515      
15       0.3104       0.2914       2.6795       2.2427      
16       0.3094       0.2931       2.6816       2.2466      
17       0.3094       0.2915       2.6785       2.2487      
18       0.3122       0.2935       2.6747       2.2440      
19       0.3122       0.2959       2.6745       2.2411      
20       0.3113       0.2922       2.6762       2.2425      
