Historique d'entraînement - LSTMHiddenState_Dropout_Relu_Gridsearch_512_256
============================================================
Date: 2026-01-08 12:42:27
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.3149 (31.49%)
Meilleure loss dev: 2.6102
Temps total d'entraînement: 745.31 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.2133       0.1941       3.1931       2.9172      
2        0.2561       0.2314       2.8618       2.7559      
3        0.2910       0.2501       2.7102       2.6712      
4        0.3147       0.2610       2.5911       2.6040      
5        0.3387       0.2746       2.5007       2.5550      
6        0.3576       0.2814       2.4201       2.5320      
7        0.3717       0.2904       2.3496       2.5145      
8        0.3864       0.2930       2.2936       2.5039      
9        0.3982       0.2967       2.2496       2.5062      
10       0.4075       0.2997       2.2006       2.5037      
11       0.4161       0.3011       2.1669       2.5149      
12       0.4294       0.3059       2.1321       2.5074      
13       0.4362       0.3078       2.0975       2.5342      
14       0.4423       0.3072       2.0673       2.5653      
15       0.4488       0.3081       2.0429       2.5569      
16       0.4545       0.3097       2.0247       2.5647      
17       0.4608       0.3093       1.9981       2.5849      
18       0.4668       0.3134       1.9780       2.5903      
19       0.4726       0.3149       1.9621       2.6102      
20       0.4757       0.3120       1.9504       2.6367      
