Historique d'entraînement - MLP_512_256_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 13:14:45
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 17
Époques complétées: 20
Meilleure accuracy dev: 0.1373 (13.73%)
Meilleure loss dev: 3.4192
Temps total d'entraînement: 702.49 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1033       0.1024       3.8859       3.6068      
2        0.1180       0.1138       3.7955       3.5761      
3        0.1176       0.1141       3.7673       3.5241      
4        0.1209       0.1190       3.7515       3.5282      
5        0.1278       0.1230       3.7403       3.5012      
6        0.1217       0.1173       3.7361       3.4988      
7        0.1275       0.1209       3.7275       3.5019      
8        0.1310       0.1257       3.7176       3.4914      
9        0.1312       0.1246       3.7096       3.4740      
10       0.1306       0.1258       3.7067       3.4505      
11       0.1295       0.1240       3.7004       3.4556      
12       0.1329       0.1295       3.7015       3.4739      
13       0.1375       0.1298       3.6935       3.4627      
14       0.1297       0.1261       3.6903       3.4573      
15       0.1387       0.1336       3.6905       3.4397      
16       0.1284       0.1247       3.6864       3.4690      
17       0.1391       0.1373       3.6828       3.4192      
18       0.1334       0.1293       3.6783       3.4426      
19       0.1381       0.1326       3.6768       3.4210      
20       0.1371       0.1304       3.6730       3.4364      
