Historique d'entraînement - LSTMHiddenState_Dropout_Tanh_Gridsearch_512_256_128
============================================================
Date: 2026-01-08 09:15:32
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2698 (26.98%)
Meilleure loss dev: 2.8167
Temps total d'entraînement: 1611.42 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1281       0.1206       3.4302       3.2500      
2        0.1812       0.1584       3.1206       3.0163      
3        0.2171       0.1862       2.9328       2.9109      
4        0.2455       0.2008       2.8109       2.8360      
5        0.2707       0.2147       2.7150       2.7871      
6        0.2927       0.2248       2.6287       2.7537      
7        0.3119       0.2351       2.5546       2.7284      
8        0.3226       0.2349       2.4863       2.7218      
9        0.3463       0.2429       2.4210       2.7003      
10       0.3641       0.2492       2.3609       2.7069      
11       0.3775       0.2536       2.3050       2.7233      
12       0.3899       0.2562       2.2586       2.7280      
13       0.4011       0.2569       2.2189       2.7285      
14       0.4083       0.2577       2.1788       2.7567      
15       0.4210       0.2627       2.1376       2.7394      
16       0.4290       0.2636       2.1083       2.7708      
17       0.4387       0.2636       2.0732       2.7776      
18       0.4465       0.2643       2.0430       2.7840      
19       0.4536       0.2664       2.0191       2.8038      
20       0.4620       0.2698       1.9872       2.8167      
