Historique d'entraînement - MLP_512_256_128_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-08 04:20:50
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2085 (20.85%)
Meilleure loss dev: 2.9364
Temps total d'entraînement: 903.96 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1571       0.1496       3.3841       3.1778      
2        0.1665       0.1601       3.2391       3.1166      
3        0.1731       0.1670       3.1935       3.0774      
4        0.1826       0.1685       3.1651       3.0575      
5        0.1890       0.1768       3.1445       3.0407      
6        0.1924       0.1786       3.1287       3.0251      
7        0.1972       0.1816       3.1139       3.0196      
8        0.1996       0.1850       3.1074       3.0072      
9        0.2024       0.1891       3.0970       3.0000      
10       0.2046       0.1891       3.0936       2.9864      
11       0.2112       0.1934       3.0775       2.9740      
12       0.2123       0.1957       3.0723       2.9620      
13       0.2127       0.1932       3.0736       2.9680      
14       0.2124       0.1953       3.0613       2.9635      
15       0.2162       0.2004       3.0605       2.9694      
16       0.2215       0.2040       3.0551       2.9455      
17       0.2255       0.2067       3.0568       2.9356      
18       0.2221       0.2023       3.0496       2.9440      
19       0.2266       0.2074       3.0530       2.9400      
20       0.2262       0.2085       3.0437       2.9364      
