Historique d'entraînement - CNN_64_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-09 21:13:51
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.3533 (35.33%)
Meilleure loss dev: 1.9569
Temps total d'entraînement: 519.62 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1623       0.1587       3.4098       3.0812      
2        0.2646       0.2567       2.8455       2.5240      
3        0.3143       0.2999       2.4542       2.2357      
4        0.3427       0.3259       2.3066       2.1135      
5        0.3526       0.3329       2.2406       2.0623      
6        0.3585       0.3392       2.1990       2.0338      
7        0.3615       0.3405       2.1785       2.0175      
8        0.3632       0.3437       2.1640       2.0089      
9        0.3675       0.3458       2.1506       1.9925      
10       0.3696       0.3482       2.1395       1.9821      
11       0.3696       0.3480       2.1374       1.9849      
12       0.3725       0.3487       2.1308       1.9822      
13       0.3743       0.3498       2.1217       1.9800      
14       0.3754       0.3526       2.1211       1.9669      
15       0.3771       0.3503       2.1193       1.9671      
16       0.3756       0.3508       2.1118       1.9641      
17       0.3778       0.3509       2.1109       1.9610      
18       0.3771       0.3523       2.1123       1.9646      
19       0.3785       0.3528       2.1036       1.9585      
20       0.3791       0.3533       2.1029       1.9569      
