model,learning_rate,optimizer,dropout,batch_size,best_epoch,training_time,num_parameters,timestamp
MLP_512_256_128_64_Dropout_Gridsearch_Relu,0.01,Adam,0.2,128,6,652.8059384822845,209920,2026-01-08 06:19:02
