epoch,train_accuracy,dev_accuracy,train_loss,dev_loss
1,0.20259956673887686,0.20333333333333334,3.216633340365684,2.734005991075593
2,0.23894906404488142,0.23796666666666666,2.931566747871532,2.5337015962295695
3,0.24553130033883241,0.2437,2.8105540484921008,2.4750723584628562
4,0.25366327834249847,0.25703333333333334,2.765093499386052,2.429333070702136
5,0.2499416763872688,0.2498,2.7505426438220066,2.449247852825661
6,0.25555740709881686,0.2544666666666667,2.7510660791414048,2.415847560490118
7,0.2697828139754485,0.2672,2.7525072574954503,2.4081801275200427
8,0.26530022773982115,0.2634666666666667,2.7506881664539207,2.4109962675363015
9,0.2747653168916292,0.2712333333333333,2.750597937099458,2.4048400232786817
10,0.27469866133422205,0.27453333333333335,2.7506265282588545,2.371473437179126
11,0.2644448147530967,0.2619,2.7522121203822936,2.409445837870844
12,0.2590068321946342,0.2569666666666667,2.748763763730822,2.3750221513227614
13,0.2533355551852469,0.25116666666666665,2.753338336775068,2.4409106647027836
14,0.27136032883408323,0.27176666666666666,2.748612310722804,2.4024744913267937
15,0.2608954063211687,0.26043333333333335,2.7546388323180753,2.434504596409259
16,0.2671165916791646,0.2659666666666667,2.7489432119789217,2.410802581417027
