Historique d'entraînement - CNN_64_128_256_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-09 20:18:30
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 13
Époques complétées: 19
Meilleure accuracy dev: 0.3558 (35.58%)
Meilleure loss dev: 1.8856
Temps total d'entraînement: 668.22 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.3174       0.3048       2.6933       2.1185      
2        0.3510       0.3325       2.3477       2.0165      
3        0.3633       0.3404       2.2710       1.9700      
4        0.3674       0.3458       2.2189       1.9673      
5        0.3737       0.3494       2.1870       1.9177      
6        0.3758       0.3501       2.1650       1.9141      
7        0.3822       0.3484       2.1492       1.9039      
8        0.3834       0.3502       2.1338       1.8959      
9        0.3850       0.3548       2.1176       1.8862      
10       0.3871       0.3549       2.1112       1.8875      
11       0.3830       0.3492       2.0995       1.8844      
12       0.3858       0.3520       2.0918       1.8744      
13       0.3878       0.3558       2.0927       1.8856      
14       0.3846       0.3521       2.0876       1.8880      
15       0.3896       0.3515       2.0822       1.8548      
16       0.3780       0.3447       2.0843       1.8829      
17       0.3844       0.3490       2.0787       1.8602      
18       0.3904       0.3528       2.0743       1.8704      
19       0.3874       0.3468       2.0750       1.8774      
