epoch,train_accuracy,dev_accuracy,train_loss,dev_loss
1,0.29278453591068154,0.26426666666666665,2.9643083865473883,2.583604567086519
2,0.3755540743209465,0.3282,2.4845309254117085,2.250031934618187
3,0.41570849302893964,0.3478,2.2582318987492096,2.1378878621912714
4,0.4401933011164806,0.35746666666666665,2.145164522207635,2.0975888944638057
5,0.4591956896072877,0.3639,2.0673437243121566,2.089277821054845
6,0.47433761039826694,0.36556666666666665,2.0151076802061496,2.100462955960841
7,0.48867410987057713,0.36796666666666666,1.973283174662585,2.089128959661862
8,0.4956951619174582,0.36643333333333333,1.9367609727522508,2.1138429524801943
9,0.5047047714269844,0.3683,1.9060097575569086,2.120967696978848
10,0.5126756651669166,0.3712,1.8834007189784914,2.1340620360140607
11,0.5215964005999,0.373,1.8575516662434925,2.141280010565003
12,0.5264455924012664,0.37106666666666666,1.8408344050467418,2.152378372037843
13,0.53402210742654,0.37056666666666666,1.8266407956104027,2.167119333484788
14,0.5378325834583125,0.37083333333333335,1.8071018536235783,2.171105584610246
15,0.5405432427928678,0.3691,1.7984063048995012,2.197366177400292
16,0.5454257623729378,0.3654,1.7846398719722505,2.2039792606317157
17,0.5474198744653669,0.3645333333333333,1.7714171098128697,2.2215718707041954
