model,learning_rate,optimizer,dropout,batch_size,best_epoch,training_time,num_parameters,timestamp
MLP_512_256_128_64_Dropout_Gridsearch_Relu,0.001,Adam,0.2,128,19,1082.8522353172302,209920,2026-01-08 05:51:02
