Historique d'entraînement - MLP_512_256_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 13:49:53
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 16
Époques complétées: 20
Meilleure accuracy dev: 0.1201 (12.01%)
Meilleure loss dev: 3.4741
Temps total d'entraînement: 702.89 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1074       0.1033       3.9953       3.6029      
2        0.1133       0.1098       3.9072       3.5589      
3        0.1129       0.1105       3.8900       3.5407      
4        0.1118       0.1101       3.8765       3.5485      
5        0.1155       0.1120       3.8734       3.5434      
6        0.1153       0.1106       3.8665       3.5522      
7        0.1185       0.1124       3.8621       3.5352      
8        0.1141       0.1090       3.8544       3.5110      
9        0.1208       0.1175       3.8524       3.5049      
10       0.1182       0.1146       3.8521       3.5063      
11       0.1170       0.1130       3.8541       3.5360      
12       0.1177       0.1153       3.8524       3.5063      
13       0.1222       0.1178       3.8467       3.4932      
14       0.1197       0.1174       3.8455       3.4859      
15       0.1193       0.1173       3.8421       3.5071      
16       0.1246       0.1201       3.8422       3.4741      
17       0.1204       0.1175       3.8425       3.4696      
18       0.1231       0.1192       3.8386       3.4889      
19       0.1192       0.1159       3.8342       3.5053      
20       0.1225       0.1181       3.8306       3.4901      
