Historique d'entraînement - CNN_64_128_256_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-09 13:57:03
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 12
Époques complétées: 18
Meilleure accuracy dev: 0.2885 (28.85%)
Meilleure loss dev: 2.2905
Temps total d'entraînement: 1186.37 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.2707       0.2689       2.9174       2.3502      
2        0.2724       0.2710       2.6418       2.3466      
3        0.2750       0.2762       2.6052       2.3389      
4        0.2666       0.2653       2.5628       2.3794      
5        0.2751       0.2709       2.5377       2.3738      
6        0.2714       0.2698       2.5153       2.3640      
7        0.2729       0.2710       2.5077       2.3566      
8        0.2831       0.2798       2.4951       2.3242      
9        0.2778       0.2770       2.4757       2.3255      
10       0.2880       0.2849       2.4709       2.2837      
11       0.2830       0.2807       2.4720       2.3222      
12       0.2908       0.2885       2.4693       2.2905      
13       0.2865       0.2811       2.4675       2.3110      
14       0.2857       0.2834       2.4621       2.3117      
15       0.2767       0.2736       2.4653       2.3497      
16       0.2880       0.2849       2.4630       2.3206      
17       0.2786       0.2751       2.4635       2.3261      
18       0.2817       0.2782       2.4593       2.3191      
