Historique d'entraînement - LSTMHiddenState_Dropout_Relu_64
============================================================
Date: 2026-01-07 14:35:56
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.3117 (31.17%)
Meilleure loss dev: 2.3060
Temps total d'entraînement: 242.98 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1829       0.1767       3.2885       2.9989      
2        0.2240       0.2109       2.9003       2.7978      
3        0.2529       0.2345       2.7474       2.6863      
4        0.2756       0.2510       2.6408       2.6017      
5        0.2927       0.2635       2.5612       2.5348      
6        0.3048       0.2732       2.4993       2.4826      
7        0.3120       0.2802       2.4503       2.4470      
8        0.3212       0.2893       2.4104       2.4173      
9        0.3281       0.2930       2.3794       2.3987      
10       0.3328       0.2943       2.3508       2.3833      
11       0.3398       0.2986       2.3279       2.3670      
12       0.3428       0.3023       2.3097       2.3526      
13       0.3468       0.3034       2.2897       2.3407      
14       0.3496       0.3063       2.2745       2.3329      
15       0.3500       0.3061       2.2629       2.3259      
16       0.3559       0.3086       2.2470       2.3202      
17       0.3578       0.3091       2.2346       2.3151      
18       0.3604       0.3112       2.2256       2.3111      
19       0.3642       0.3117       2.2144       2.3060      
20       0.3618       0.3105       2.2074       2.3040      
