Historique d'entraînement - MLP_256_128_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 10:35:42
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2699 (26.99%)
Meilleure loss dev: 2.5296
Temps total d'entraînement: 698.05 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1199       0.1174       3.6316       3.3971      
2        0.1650       0.1608       3.3445       3.1830      
3        0.1877       0.1799       3.2027       3.0422      
4        0.2052       0.1937       3.1141       2.9501      
5        0.2195       0.2083       3.0549       2.8754      
6        0.2308       0.2176       3.0118       2.8275      
7        0.2416       0.2253       2.9786       2.7857      
8        0.2495       0.2337       2.9533       2.7481      
9        0.2538       0.2351       2.9301       2.7198      
10       0.2603       0.2440       2.9063       2.6921      
11       0.2644       0.2451       2.8929       2.6696      
12       0.2682       0.2472       2.8771       2.6480      
13       0.2718       0.2520       2.8631       2.6302      
14       0.2762       0.2536       2.8507       2.6119      
15       0.2792       0.2547       2.8380       2.5970      
16       0.2827       0.2611       2.8276       2.5827      
17       0.2862       0.2621       2.8136       2.5661      
18       0.2895       0.2659       2.8038       2.5534      
19       0.2908       0.2654       2.7957       2.5424      
20       0.2942       0.2699       2.7871       2.5296      
