Historique d'entraînement - LSTMHiddenState_Dropout_Relu_Gridsearch_64
============================================================
Date: 2026-01-08 10:36:19
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2923 (29.23%)
Meilleure loss dev: 2.4347
Temps total d'entraînement: 624.93 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1981       0.1922       3.2371       2.9211      
2        0.2360       0.2204       2.9283       2.7690      
3        0.2568       0.2405       2.8131       2.6837      
4        0.2701       0.2510       2.7435       2.6288      
5        0.2800       0.2570       2.6942       2.5889      
6        0.2871       0.2638       2.6580       2.5636      
7        0.2931       0.2675       2.6293       2.5446      
8        0.2976       0.2709       2.6052       2.5326      
9        0.3018       0.2729       2.5872       2.5118      
10       0.3050       0.2762       2.5703       2.4960      
11       0.3100       0.2788       2.5563       2.4894      
12       0.3111       0.2782       2.5468       2.4815      
13       0.3143       0.2834       2.5367       2.4749      
14       0.3154       0.2808       2.5249       2.4669      
15       0.3188       0.2831       2.5159       2.4631      
16       0.3220       0.2868       2.5067       2.4545      
17       0.3222       0.2872       2.5016       2.4527      
18       0.3226       0.2876       2.4949       2.4473      
19       0.3252       0.2862       2.4905       2.4448      
20       0.3249       0.2923       2.4861       2.4347      
