Historique d'entraînement - MLP_64_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 07:57:13
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2075 (20.75%)
Meilleure loss dev: 2.9496
Temps total d'entraînement: 522.82 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.0933       0.0892       3.7803       3.6293      
2        0.1091       0.1072       3.6162       3.5362      
3        0.1215       0.1182       3.5346       3.4425      
4        0.1317       0.1280       3.4630       3.3638      
5        0.1417       0.1383       3.4059       3.3017      
6        0.1457       0.1412       3.3633       3.2536      
7        0.1538       0.1477       3.3258       3.2131      
8        0.1588       0.1549       3.2976       3.1803      
9        0.1679       0.1624       3.2747       3.1511      
10       0.1757       0.1698       3.2508       3.1246      
11       0.1868       0.1809       3.2296       3.0998      
12       0.1890       0.1829       3.2094       3.0765      
13       0.1952       0.1896       3.1931       3.0551      
14       0.2001       0.1923       3.1746       3.0339      
15       0.2041       0.1966       3.1615       3.0156      
16       0.2063       0.2007       3.1466       3.0000      
17       0.2078       0.2005       3.1359       2.9858      
18       0.2110       0.2033       3.1229       2.9719      
19       0.2144       0.2056       3.1107       2.9597      
20       0.2151       0.2075       3.1039       2.9496      
