Historique d'entraînement - MLP_256_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 09:32:34
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.2746 (27.46%)
Meilleure loss dev: 2.5468
Temps total d'entraînement: 523.20 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1511       0.1479       3.6467       3.3045      
2        0.1929       0.1893       3.3438       3.0329      
3        0.2195       0.2153       3.1917       2.8712      
4        0.2407       0.2341       3.0984       2.7374      
5        0.2464       0.2377       3.0328       2.6830      
6        0.2555       0.2452       2.9972       2.6429      
7        0.2600       0.2508       2.9737       2.6071      
8        0.2643       0.2501       2.9621       2.6268      
9        0.2665       0.2533       2.9490       2.6178      
10       0.2713       0.2593       2.9450       2.5976      
11       0.2728       0.2620       2.9359       2.5883      
12       0.2832       0.2670       2.9222       2.5517      
13       0.2784       0.2661       2.9236       2.5662      
14       0.2833       0.2683       2.9101       2.5558      
15       0.2860       0.2700       2.9105       2.5532      
16       0.2850       0.2670       2.9027       2.5602      
17       0.2836       0.2656       2.8914       2.5517      
18       0.2898       0.2688       2.8839       2.5429      
19       0.2929       0.2746       2.8845       2.5468      
20       0.2966       0.2743       2.8816       2.5331      
