Historique d'entraînement - MLP_64_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-07 22:56:41
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2103 (21.03%)
Meilleure loss dev: 2.8420
Temps total d'entraînement: 528.84 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1171       0.1155       3.6564       3.3493      
2        0.1349       0.1302       3.3920       3.2475      
3        0.1537       0.1495       3.3345       3.1920      
4        0.1631       0.1567       3.2978       3.1507      
5        0.1689       0.1621       3.2661       3.1084      
6        0.1813       0.1712       3.2366       3.0669      
7        0.1889       0.1781       3.2130       3.0307      
8        0.1923       0.1842       3.1898       2.9996      
9        0.1966       0.1890       3.1730       2.9762      
10       0.2036       0.1941       3.1589       2.9567      
11       0.2056       0.1975       3.1478       2.9386      
12       0.2072       0.1989       3.1367       2.9249      
13       0.2084       0.2030       3.1288       2.9115      
14       0.2110       0.2043       3.1259       2.9023      
15       0.2117       0.2048       3.1155       2.8905      
16       0.2132       0.2070       3.1088       2.8797      
17       0.2154       0.2090       3.1029       2.8681      
18       0.2175       0.2087       3.0950       2.8598      
19       0.2180       0.2093       3.0884       2.8475      
20       0.2181       0.2103       3.0831       2.8420      
