Historique d'entraînement - MLP_256_128_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 11:52:44
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.1837 (18.37%)
Meilleure loss dev: 3.0327
Temps total d'entraînement: 702.85 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1340       0.1294       3.6491       3.3431      
2        0.1470       0.1414       3.4934       3.2511      
3        0.1550       0.1517       3.4484       3.2103      
4        0.1607       0.1572       3.4272       3.1745      
5        0.1624       0.1575       3.4074       3.1582      
6        0.1694       0.1665       3.3915       3.1378      
7        0.1718       0.1685       3.3771       3.1160      
8        0.1742       0.1695       3.3705       3.1007      
9        0.1757       0.1693       3.3599       3.0936      
10       0.1783       0.1716       3.3480       3.0855      
11       0.1799       0.1753       3.3446       3.0710      
12       0.1816       0.1747       3.3402       3.0693      
13       0.1825       0.1775       3.3340       3.0560      
14       0.1835       0.1792       3.3297       3.0550      
15       0.1881       0.1797       3.3268       3.0480      
16       0.1854       0.1781       3.3217       3.0470      
17       0.1875       0.1787       3.3176       3.0409      
18       0.1891       0.1816       3.3138       3.0281      
19       0.1881       0.1837       3.3150       3.0327      
20       0.1896       0.1826       3.3107       3.0282      
