Historique d'entraînement - MLP_512_256_128_64_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 16:45:19
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 18
Époques complétées: 20
Meilleure accuracy dev: 0.2005 (20.05%)
Meilleure loss dev: 2.9057
Temps total d'entraînement: 1047.05 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1220       0.1182       3.6499       3.3656      
2        0.1516       0.1457       3.4062       3.2286      
3        0.1680       0.1616       3.3290       3.1455      
4        0.1781       0.1720       3.2821       3.0921      
5        0.1838       0.1756       3.2501       3.0582      
6        0.1870       0.1774       3.2254       3.0309      
7        0.1898       0.1791       3.2089       3.0139      
8        0.1932       0.1803       3.1909       2.9996      
9        0.1959       0.1849       3.1793       2.9776      
10       0.1990       0.1886       3.1698       2.9682      
11       0.2003       0.1878       3.1600       2.9598      
12       0.2028       0.1878       3.1527       2.9516      
13       0.2063       0.1934       3.1423       2.9397      
14       0.2080       0.1947       3.1363       2.9295      
15       0.2082       0.1951       3.1352       2.9262      
16       0.2102       0.1947       3.1257       2.9209      
17       0.2121       0.1989       3.1228       2.9130      
18       0.2127       0.2005       3.1150       2.9057      
19       0.2142       0.1981       3.1135       2.9010      
20       0.2153       0.2005       3.1095       2.8956      
