epoch,train_accuracy,dev_accuracy,train_loss,dev_loss
1,0.16322279620063324,0.15516666666666667,3.361584149176567,3.0708328477863565
2,0.20622673998777982,0.1825,2.9898546750631105,2.909693462253888
3,0.24217074931955784,0.2073,2.8280822656097846,2.820091069125926
4,0.2725045825695717,0.2218,2.7046209932687315,2.764383460921265
5,0.2976837193801033,0.2335,2.5990182606723864,2.733415959994676
6,0.32102427373215575,0.2397,2.5061625542693236,2.7230154436026046
7,0.34410931511414766,0.24776666666666666,2.4220567544583873,2.720493913967726
8,0.35868466366716656,0.25376666666666664,2.347367402416423,2.7259146872359805
9,0.376553907682053,0.2574666666666667,2.2785928826123594,2.7431547186776264
10,0.39626173415541854,0.258,2.2200434438028753,2.7514652473840124
11,0.40963172804532577,0.2607333333333333,2.1661164361388923,2.7748192825805402
12,0.4215297450424929,0.2652333333333333,2.1190428391411515,2.795533006379345
13,0.43341109815030826,0.2655,2.073079428764327,2.8070922604501884
14,0.443414986391157,0.27263333333333334,2.0350477226764503,2.834705163929254
15,0.45367994223185026,0.2738,1.9982971075883846,2.856358242695774
16,0.4615175248569683,0.2732,1.965122187769036,2.8632420512404777
17,0.46861078709104037,0.2754666666666667,1.9363841596041291,2.8918499860173856
18,0.47798700216630563,0.2781666666666667,1.9092298732548052,2.927822911663096
19,0.4837027162139643,0.2753,1.8814340865870536,2.927186192734155
20,0.4902516247292118,0.2783333333333333,1.8583746052195158,2.9630487798881937
