Historique d'entraînement - LSTMHiddenState_Dropout_Relu_Gridsearch_256
============================================================
Date: 2026-01-07 20:09:18
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 13
Époques complétées: 19
Meilleure accuracy dev: 0.3642 (36.42%)
Meilleure loss dev: 2.1313
Temps total d'entraînement: 1119.98 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.2866       0.2612       2.9327       2.5464      
2        0.3567       0.3108       2.4303       2.2677      
3        0.3946       0.3331       2.2082       2.1348      
4        0.4213       0.3477       2.0751       2.0688      
5        0.4394       0.3542       1.9841       2.0566      
6        0.4536       0.3575       1.9232       2.0421      
7        0.4704       0.3590       1.8768       2.0394      
8        0.4787       0.3604       1.8351       2.0497      
9        0.4908       0.3583       1.8011       2.0622      
10       0.4982       0.3573       1.7777       2.0869      
11       0.5031       0.3581       1.7525       2.1027      
12       0.5101       0.3611       1.7349       2.1008      
13       0.5175       0.3642       1.7178       2.1313      
14       0.5177       0.3591       1.7039       2.1341      
15       0.5241       0.3619       1.6874       2.1617      
16       0.5293       0.3585       1.6746       2.1646      
17       0.5338       0.3609       1.6635       2.1788      
18       0.5357       0.3608       1.6535       2.1971      
19       0.5371       0.3581       1.6506       2.2204      
