Historique d'entraînement - MLP_512_256_128_64_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 16:01:31
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2280 (22.80%)
Meilleure loss dev: 2.7366
Temps total d'entraînement: 1056.46 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1349       0.1311       3.5756       3.3118      
2        0.1696       0.1622       3.3105       3.1477      
3        0.1842       0.1751       3.2128       3.0590      
4        0.1955       0.1824       3.1529       3.0010      
5        0.2040       0.1892       3.1105       2.9586      
6        0.2080       0.1919       3.0820       2.9336      
7        0.2153       0.1973       3.0568       2.9053      
8        0.2211       0.2037       3.0371       2.8827      
9        0.2239       0.2056       3.0208       2.8632      
10       0.2273       0.2059       3.0099       2.8471      
11       0.2298       0.2101       2.9993       2.8351      
12       0.2327       0.2142       2.9836       2.8224      
13       0.2381       0.2178       2.9736       2.8053      
14       0.2396       0.2197       2.9650       2.7896      
15       0.2409       0.2197       2.9568       2.7812      
16       0.2425       0.2208       2.9456       2.7723      
17       0.2469       0.2228       2.9411       2.7601      
18       0.2489       0.2254       2.9330       2.7544      
19       0.2517       0.2273       2.9257       2.7426      
20       0.2540       0.2280       2.9199       2.7366      
