Historique d'entraînement - CNN_64_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-09 00:00:56
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 14
Époques complétées: 20
Meilleure accuracy dev: 0.3672 (36.72%)
Meilleure loss dev: 1.9409
Temps total d'entraînement: 851.65 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.3600       0.3391       2.3590       2.0352      
2        0.3744       0.3465       2.0214       1.9790      
3        0.3837       0.3544       1.9672       1.9829      
4        0.3867       0.3606       1.9419       1.9471      
5        0.3852       0.3557       1.9294       1.9660      
6        0.3948       0.3615       1.9194       1.9432      
7        0.3973       0.3624       1.9097       1.9455      
8        0.3944       0.3604       1.9079       1.9519      
9        0.3973       0.3639       1.9038       1.9498      
10       0.3977       0.3628       1.9030       1.9390      
11       0.3956       0.3628       1.9053       1.9524      
12       0.3985       0.3630       1.9060       1.9593      
13       0.3973       0.3615       1.9014       1.9623      
14       0.4025       0.3672       1.9014       1.9409      
15       0.3984       0.3624       1.8992       1.9395      
16       0.3887       0.3574       1.8995       1.9869      
17       0.3968       0.3626       1.8965       1.9608      
18       0.3959       0.3598       1.8961       1.9794      
19       0.3864       0.3518       1.8954       1.9945      
20       0.3963       0.3649       1.8989       1.9779      
