Historique d'entraînement - MLP_512_256_128_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 14:48:17
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.2422 (24.22%)
Meilleure loss dev: 2.6689
Temps total d'entraînement: 875.77 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1376       0.1339       3.5846       3.2906      
2        0.1714       0.1675       3.3128       3.1183      
3        0.1916       0.1811       3.2149       3.0234      
4        0.2016       0.1914       3.1586       2.9581      
5        0.2140       0.2001       3.1200       2.9148      
6        0.2166       0.2036       3.0887       2.8812      
7        0.2238       0.2072       3.0636       2.8486      
8        0.2292       0.2116       3.0465       2.8303      
9        0.2356       0.2183       3.0312       2.8032      
10       0.2390       0.2184       3.0152       2.7828      
11       0.2439       0.2253       3.0023       2.7624      
12       0.2457       0.2279       2.9911       2.7458      
13       0.2493       0.2272       2.9823       2.7364      
14       0.2539       0.2306       2.9696       2.7176      
15       0.2550       0.2336       2.9657       2.7095      
16       0.2587       0.2375       2.9584       2.6967      
17       0.2601       0.2407       2.9493       2.6854      
18       0.2621       0.2415       2.9454       2.6760      
19       0.2626       0.2422       2.9371       2.6689      
20       0.2656       0.2416       2.9325       2.6600      
