Historique d'entraînement - CNN_64_128_256_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-09 14:41:49
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 16
Époques complétées: 20
Meilleure accuracy dev: 0.3090 (30.90%)
Meilleure loss dev: 90.5320
Temps total d'entraînement: 1319.55 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1993       0.1926       75.2553      75.9742     
2        0.2341       0.2234       80.3501      82.7020     
3        0.2702       0.2465       84.5365      81.4037     
4        0.2706       0.2509       86.2848      90.7027     
5        0.2975       0.2682       88.6699      86.6275     
6        0.2819       0.2547       88.4081      93.7906     
7        0.3039       0.2691       89.8669      91.6456     
8        0.3067       0.2702       89.8564      98.5498     
9        0.3207       0.2812       89.3624      90.1938     
10       0.3062       0.2644       89.9488      99.5342     
11       0.3178       0.2767       90.1617      96.8106     
12       0.3344       0.2836       90.4577      97.4075     
13       0.3431       0.2915       90.5647      94.3236     
14       0.3581       0.3017       90.7543      91.0558     
15       0.3501       0.2951       91.4877      96.2843     
16       0.3686       0.3090       91.1398      90.5320     
17       0.3495       0.2911       91.1043      99.7552     
18       0.3659       0.3055       91.1370      96.8882     
19       0.3576       0.3020       90.3535      99.3749     
20       0.3713       0.3083       90.7921      98.3218     
