Historique d'entraînement - MLP_64_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-07 22:47:52
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 19
Époques complétées: 20
Meilleure accuracy dev: 0.1952 (19.52%)
Meilleure loss dev: 2.8691
Temps total d'entraînement: 529.54 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1612       0.1580       3.3972       3.1283      
2        0.1828       0.1785       3.1878       2.9787      
3        0.1920       0.1863       3.1267       2.9193      
4        0.1897       0.1839       3.1026       2.9060      
5        0.1922       0.1865       3.0964       2.8963      
6        0.1926       0.1868       3.0909       2.8885      
7        0.1953       0.1901       3.0846       2.8835      
8        0.1933       0.1851       3.0823       2.8801      
9        0.1986       0.1920       3.0785       2.8778      
10       0.1930       0.1868       3.0777       2.8796      
11       0.1963       0.1909       3.0776       2.8758      
12       0.1956       0.1898       3.0734       2.8698      
13       0.1981       0.1910       3.0740       2.8747      
14       0.1967       0.1931       3.0732       2.8655      
15       0.1983       0.1927       3.0695       2.8777      
16       0.2012       0.1940       3.0700       2.8688      
17       0.1979       0.1902       3.0666       2.8700      
18       0.1969       0.1897       3.0734       2.8698      
19       0.1982       0.1952       3.0653       2.8691      
20       0.1992       0.1944       3.0720       2.8574      
