Historique d'entraînement - MLP_512_256_128_64_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 16:18:13
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 13
Époques complétées: 19
Meilleure accuracy dev: 0.1444 (14.44%)
Meilleure loss dev: 3.2574
Temps total d'entraînement: 1001.93 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1244       0.1221       3.5542       3.3760      
2        0.1357       0.1325       3.4414       3.3194      
3        0.1394       0.1362       3.4107       3.3004      
4        0.1424       0.1379       3.4010       3.2853      
5        0.1432       0.1362       3.3966       3.2874      
6        0.1456       0.1401       3.3902       3.2715      
7        0.1422       0.1357       3.3826       3.2773      
8        0.1451       0.1398       3.3890       3.2694      
9        0.1455       0.1397       3.3820       3.2689      
10       0.1472       0.1421       3.3793       3.2613      
11       0.1452       0.1426       3.3795       3.2561      
12       0.1462       0.1400       3.3799       3.2576      
13       0.1469       0.1444       3.3795       3.2574      
14       0.1475       0.1426       3.3798       3.2685      
15       0.1451       0.1392       3.3836       3.2647      
16       0.1451       0.1418       3.3816       3.2643      
17       0.1447       0.1387       3.3824       3.2660      
18       0.1481       0.1389       3.3794       3.2605      
19       0.1467       0.1411       3.3830       3.2634      
