Historique d'entraînement - LSTMHiddenState_Dropout_Tanh_Gridsearch_512_256
============================================================
Date: 2026-01-08 16:16:00
Optimizer: Adam
Learning Rate: 0.01
Meilleure époque: 17
Époques complétées: 20
Meilleure accuracy dev: 0.3099 (30.99%)
Meilleure loss dev: 2.7223
Temps total d'entraînement: 743.46 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.2263       0.2044       3.1407       2.8641      
2        0.2803       0.2392       2.7594       2.6986      
3        0.3238       0.2616       2.5761       2.5862      
4        0.3589       0.2783       2.4377       2.5392      
5        0.3857       0.2875       2.3249       2.5182      
6        0.4074       0.2921       2.2318       2.5022      
7        0.4216       0.2953       2.1585       2.5141      
8        0.4438       0.2981       2.0915       2.5225      
9        0.4566       0.3026       2.0300       2.5516      
10       0.4710       0.3028       1.9814       2.5731      
11       0.4840       0.3055       1.9338       2.5934      
12       0.4945       0.3046       1.9043       2.6225      
13       0.5049       0.3088       1.8654       2.6400      
14       0.5096       0.3067       1.8298       2.6564      
15       0.5251       0.3060       1.7979       2.6713      
16       0.5262       0.3066       1.7633       2.7044      
17       0.5380       0.3099       1.7471       2.7223      
18       0.5381       0.3093       1.7204       2.7672      
19       0.5498       0.3068       1.7074       2.7788      
20       0.5544       0.3097       1.6873       2.7848      
