Historique d'entraînement - MLP_64_Dropout_Gridsearch_Tanh
============================================================
Date: 2026-01-08 08:23:26
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.1872 (18.72%)
Meilleure loss dev: 3.0631
Temps total d'entraînement: 522.82 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.0898       0.0882       3.8069       3.6487      
2        0.0992       0.0973       3.6636       3.5754      
3        0.1077       0.1052       3.6085       3.5117      
4        0.1166       0.1138       3.5570       3.4523      
5        0.1206       0.1188       3.5138       3.4056      
6        0.1237       0.1207       3.4786       3.3654      
7        0.1307       0.1271       3.4454       3.3276      
8        0.1366       0.1338       3.4203       3.2957      
9        0.1400       0.1363       3.3962       3.2690      
10       0.1470       0.1420       3.3795       3.2444      
11       0.1583       0.1523       3.3561       3.2174      
12       0.1623       0.1568       3.3350       3.1904      
13       0.1692       0.1642       3.3149       3.1668      
14       0.1750       0.1710       3.2993       3.1458      
15       0.1792       0.1760       3.2842       3.1284      
16       0.1836       0.1789       3.2741       3.1136      
17       0.1880       0.1813       3.2615       3.0989      
18       0.1895       0.1838       3.2497       3.0846      
19       0.1914       0.1851       3.2424       3.0738      
20       0.1927       0.1872       3.2322       3.0631      
