Historique d'entraînement - MLP_512_256_Dropout_Gridsearch_Relu
============================================================
Date: 2026-01-08 02:34:16
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.3584 (35.84%)
Meilleure loss dev: 1.9854
Temps total d'entraînement: 709.16 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1917       0.1836       3.2651       2.9628      
2        0.2412       0.2193       2.9247       2.7584      
3        0.2766       0.2511       2.7656       2.6105      
4        0.3019       0.2671       2.6571       2.5071      
5        0.3262       0.2833       2.5719       2.4193      
6        0.3425       0.2943       2.5044       2.3466      
7        0.3561       0.3053       2.4513       2.2932      
8        0.3698       0.3143       2.4053       2.2398      
9        0.3808       0.3201       2.3655       2.1980      
10       0.3906       0.3301       2.3274       2.1554      
11       0.3991       0.3343       2.2947       2.1251      
12       0.4057       0.3366       2.2718       2.1004      
13       0.4105       0.3406       2.2497       2.0820      
14       0.4163       0.3430       2.2285       2.0614      
15       0.4204       0.3479       2.2108       2.0475      
16       0.4276       0.3515       2.1956       2.0261      
17       0.4311       0.3513       2.1817       2.0169      
18       0.4340       0.3556       2.1649       2.0013      
19       0.4334       0.3563       2.1563       2.0011      
20       0.4385       0.3584       2.1466       1.9854      
