Historique d'entraînement - LSTMHiddenState_Dropout_Relu_Gridsearch_64
============================================================
Date: 2026-01-08 09:54:11
Optimizer: Adam
Learning Rate: 0.001
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2907 (29.07%)
Meilleure loss dev: 2.4305
Temps total d'entraînement: 621.23 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1408       0.1342       3.4561       3.1946      
2        0.1779       0.1679       3.1290       3.0253      
3        0.2060       0.1962       2.9882       2.8996      
4        0.2263       0.2135       2.8865       2.8167      
5        0.2414       0.2278       2.8138       2.7534      
6        0.2528       0.2380       2.7567       2.7054      
7        0.2637       0.2479       2.7094       2.6647      
8        0.2715       0.2528       2.6685       2.6304      
9        0.2799       0.2594       2.6348       2.6012      
10       0.2861       0.2646       2.6064       2.5751      
11       0.2927       0.2700       2.5786       2.5534      
12       0.2959       0.2707       2.5572       2.5343      
13       0.3000       0.2740       2.5344       2.5165      
14       0.3051       0.2781       2.5149       2.5007      
15       0.3079       0.2807       2.4975       2.4846      
16       0.3116       0.2828       2.4819       2.4706      
17       0.3130       0.2837       2.4644       2.4597      
18       0.3160       0.2856       2.4525       2.4488      
19       0.3188       0.2881       2.4388       2.4379      
20       0.3217       0.2907       2.4269       2.4305      
