Historique d'entraînement - LSTMHiddenState_Dropout_Relu_Gridsearch_512_256_128
============================================================
Date: 2026-01-08 13:42:40
Optimizer: Adam
Learning Rate: 0.005
Meilleure époque: 20
Époques complétées: 20
Meilleure accuracy dev: 0.2801 (28.01%)
Meilleure loss dev: 3.4788
Temps total d'entraînement: 843.06 sec

============================================================
Historique par époque:
Epoch    Train Acc    Dev Acc      Train Loss   Dev Loss    
------------------------------------------------------------
1        0.1594       0.1518       3.3833       3.0818      
2        0.2168       0.1930       2.9586       2.8759      
3        0.2664       0.2188       2.7560       2.7572      
4        0.3084       0.2380       2.5894       2.6904      
5        0.3476       0.2495       2.4360       2.6772      
6        0.3795       0.2561       2.2992       2.6893      
7        0.4100       0.2614       2.1717       2.7037      
8        0.4401       0.2669       2.0574       2.7646      
9        0.4665       0.2692       1.9574       2.8218      
10       0.4927       0.2697       1.8713       2.8882      
11       0.5106       0.2748       1.7969       2.9368      
12       0.5266       0.2745       1.7241       3.0049      
13       0.5421       0.2752       1.6664       3.1084      
14       0.5584       0.2749       1.6211       3.1392      
15       0.5697       0.2736       1.5745       3.2360      
16       0.5784       0.2756       1.5359       3.2550      
17       0.5912       0.2783       1.4958       3.3319      
18       0.6005       0.2767       1.4717       3.3492      
19       0.6072       0.2771       1.4336       3.4571      
20       0.6187       0.2801       1.4084       3.4788      
